Marka	Grad	Cena	Godina proizvodnje	Karoserija	Gorivo	Zapremina motora	Kilometraza	Konjske snage	Menjac
Volkswagen	Beograd	7300	2011	Hečbek	Dizel	1968	234646.0	140	Manuelni
Škoda	Beograd	5190	2007	Karavan	Benzin	1984	229000.0	200	Manuelni
Volkswagen	Kraljevo	11450	2017	Hečbek	Dizel	1576	181600.0	116	Manuelni
Ford	Izbište	5000	2011	Hečbek	Benzin	1388	26000.0	97	Manuelni
Toyota	Stari Grad	10200	2015	Hečbek	Benzin	1598	117000.0	132	Manuelni
Renault	Ruma	7600	2016	Monovolumen (MiniVan)	Dizel	1598	217235.0	131	Manuelni
Škoda	Grocka	19999	2018	Limuzina	Dizel	2000	190000.0	150	Automatski
Dacia	Kanjiža	6250	2017	Džip/SUV	Benzin	898	161198.0	90	Manuelni
Lada	Zaječar	1700	2001	Džip/SUV	Benzin	1690	105590.0	80	Manuelni
Peugeot	Zemun	17990	2021	Džip/SUV	Benzin	1199	99820.0	131	Automatski
Audi	Lazarevo	6500	2011	Hečbek	Benzin	1798	200542.0	160	Manuelni
Audi	Subotica	11600	2013	Karavan	Dizel	1968	291180.0	150	Automatski
Volkswagen	Loznica	8491	2016	Hečbek	Benzin	1197	206689.0	110	Manuelni
Volkswagen	Čačak	4000	2007	Monovolumen (MiniVan)	Benzin	1600	182000.0	102	Manuelni
Opel	Hetin	1700	2004	Monovolumen (MiniVan)	Dizel	1995	385000.0	101	Manuelni
BMW	Bačko Gradište	6900	2008	Kupe	Dizel	1995	237000.0	177	Manuelni
Smart	Jagodina	7300	2016	Hečbek	Benzin	999	162000.0	71	Manuelni
Volkswagen	Subotica	12600	2015	Karavan	Dizel	1968	215000.0	190	Automatski
Ford	Sombor	2900	2009	Hečbek	Benzin	1596	250000.0	120	Manuelni
Fiat	Novi Sad	5000	2011	Hečbek	Benzin	1242	16000.0	60	Manuelni
Volkswagen	Kragujevac	16999	2020	Džip/SUV	Dizel	1968	173114.0	150	Automatski
Fiat	Niš	1300	2001	Karavan	Dizel	1910	315000.0	110	Manuelni
Renault	Beograd	2800	2007	Limuzina	Dizel	1986	334180.0	150	Manuelni
Volkswagen	Bezdan	12000	2017	Karavan	Dizel	1598	352000.0	120	Automatski
Seat	Lajkovac (Varoš)	7800	2015	Hečbek	Dizel	1598	220933.0	90	Manuelni
Jaguar	Čačak	35990	2021	Džip/SUV	Dizel	1997	99906.0	163	Automatski
Hyundai	Beograd	18000	2023	Hečbek	Benzin	1498	24700.0	110	Manuelni
Porsche	Inđija	114900	2019	Kupe	Benzin	2981	111000.0	450	Automatski
Seat	Leskovac	1050	2000	Hečbek	Benzin + Gas (TNG)	1598	246000.0	101	Manuelni
BMW	Loznica	8500	2004	Limuzina	Benzin	4398	193200.0	333	Automatski
Land	Kosjerić	6900	2008	Džip/SUV	Dizel	2179	231150.0	160	Manuelni
Hyundai	Obrež	15300	2016	Džip/SUV	Dizel	1685	156000.0	116	Manuelni
Porsche	Vrčin	29999	2014	Džip/SUV	Dizel	2967	197000.0	258	Automatski
Renault	Novi Sad	12750	2017	Džip/SUV	Dizel	1461	190431.0	110	Manuelni
Opel	Bačka Topola	2000	2006	Monovolumen (MiniVan)	Benzin	1364	200000.0	90	Manuelni
Peugeot	Kosjerić	6950	2020	Hečbek	Dizel	1499	163000.0	102	Manuelni
Audi	Zvezdara	4400	2005	Karavan	Dizel	1968	205000.0	140	Automatski
Porsche	Šabac	27990	2010	Limuzina	Benzin	4890	213126.0	400	Automatski
Mercedes Benz	Nova Pazova	64300	2024	Džip/SUV	Dizel	1993	12300.0	197	Automatski
Citroen	Šid	4000	2010	Limuzina	Dizel	1997	314998.0	140	Manuelni
BMW	Crvenka	12800	2012	Džip/SUV	Dizel	2000	190000.0	184	Automatski
Volkswagen	Kovin	9499	2012	Hečbek	Dizel	1598	259000.0	105	Automatski
Fiat	Novi Banovci	7300	2016	Limuzina	Dizel	1598	133000.0	120	Manuelni
Volkswagen	Kruševac	350000	1996	Hečbek	Benzin + Gas (TNG)	1391	16461.0	60	Manuelni
Renault	Užice	2800	2009	Karavan	Benzin	1149	194103.0	75	Manuelni
BMW	Novi Sad	29900	2014	Džip/SUV	Dizel	2993	279000.0	313	Automatski
Audi	Novi Beograd	21000	2013	Hečbek	Dizel	2967	200000.0	245	Automatski
Nissan	Niš	7350	2013	Džip/SUV	Dizel	1461	197000.0	110	Manuelni
Fiat	Leskovac	1000	2003	Limuzina	Benzin	1200	159430.0	60	Manuelni
Audi	Beograd	8300	2010	Hečbek	Dizel	1968	232840.0	140	Automatski
Volkswagen	Velika Plana	7000	2010	Hečbek	Dizel	1968	215000.0	140	Manuelni
Volkswagen	Barajevo	13490	2016	Limuzina	Dizel	1968	250000.0	150	Manuelni
Peugeot	Jagodina	15950	2019	Džip/SUV	Dizel	1499	140917.0	131	Manuelni
Mercedes Benz	Futog	19250	2019	Limuzina	Dizel	1950	163680.0	150	Automatski
Citroen	Beograd	2000	2007	Monovolumen (MiniVan)	Dizel	1560	197400.0	90	Manuelni
Fiat	Beograd	1350	2006	Hečbek	Benzin + Metan (CNG)	1200	208103.0	65	Manuelni
MINI	Novi Beograd	18500	2017	Džip/SUV	Dizel	1995	160000.0	190	Automatski
Alfa Romeo	Niš	4990	2006	Limuzina	Dizel	1910	211598.0	150	Automatski
Audi	Niš	6900	2008	Limuzina	Dizel	1968	195000.0	143	Manuelni
Alfa Romeo	Ruma	1299	2010	Kupe	Dizel	1248	380000.0	95	Manuelni
Fiat	Beograd	4950	2016	Hečbek	Benzin + Metan (CNG)	1368	145232.0	77	Manuelni
Volkswagen	Bor	5350	2010	Hečbek	Benzin	1197	202072.0	105	Manuelni
BMW	Vlasotince	4400	2006	Limuzina	Dizel	2000	241000.0	163	Automatski
Opel	Novi Beograd	5000	2015	Hečbek	Benzin	999	200843.0	75	Manuelni
Peugeot	Majur	19290	2019	Džip/SUV	Dizel	1997	155614.0	177	Automatski
Audi	Novi Sad	14890	2018	Karavan	Dizel	1968	212000.0	122	Automatski
Mercedes Benz	Kruševac	2300	2000	Limuzina	Benzin	1998	426674.0	162	Automatski
Opel	Kruševac	5700	2012	Limuzina	Hibridni pogon (Benzin)	1398	127622.0	151	Automatski
Zastava	Bački Petrovac	1400	2008	Pickup	Benzin	1116	143546.0	58	Manuelni
Ford	Beograd	12900	2019	Limuzina	Dizel	1996	172000.0	150	Automatski
Volkswagen	Loznica	2000	2006	Hečbek	Benzin	1600	319000.0	116	Manuelni
Mercedes Benz	Subotica	4950	2006	Limuzina	Dizel	2148	236000.0	122	Manuelni
Mercedes Benz	Beograd	4100	2008	Hečbek	Dizel	1996	292000.0	140	Automatski
Opel	Ćuprija	1200	2000	Karavan	Benzin + Gas (TNG)	1598	505000.0	101	Manuelni
BMW	Beograd	5500	2010	Hečbek	Benzin	1995	226000.0	122	Manuelni
Renault	Beograd	3800	2011	Hečbek	Benzin	1598	195050.0	101	Manuelni
Volkswagen	Subotica	4200	2009	Kupe	Benzin	1400	123285.0	159	Manuelni
Citroen	Beograd	1500	2006	Monovolumen (MiniVan)	Dizel	1997	261570.0	107	Automatski
Peugeot	Beograd	1500	2006	Limuzina	Dizel	1997	289000.0	136	Manuelni
Volkswagen	Kraljevo	2250	2008	Karavan	Dizel	1968	262339.0	140	Manuelni
Volkswagen	Kragujevac	13500	2015	Limuzina	Dizel	1598	235000.0	120	Automatski
Fiat	Beograd	1800	2011	Hečbek	Benzin	1242	264287.0	60	Manuelni
Hyundai	Niš	4600	2005	Džip/SUV	Benzin + Gas (TNG)	1975	242660.0	141	Manuelni
Volkswagen	Valjevo	17900	2018	Džip/SUV	Dizel	1968	229000.0	150	Automatski
Kia	Beograd	7990	2010	Džip/SUV	Benzin + Gas (TNG)	1591	163145.0	135	Manuelni
Opel	Beograd	4699	2013	Hečbek	Dizel	1248	170080.0	95	Manuelni
Peugeot	Sremska Mitrovica	1899	2007	Hečbek	Dizel	1398	254000.0	68	Manuelni
Škoda	Beograd	3200	2012	Hečbek	Benzin	1198	165000.0	69	Manuelni
Volkswagen	Ruma	9600	2014	Hečbek	Dizel	1598	192000.0	110	Manuelni
Opel	Beograd	4200	2010	Karavan	Dizel	1910	282000.0	150	Manuelni
Citroen	Zemun	3999	2013	Hečbek	Dizel	1398	226600.0	68	Manuelni
Opel	Smederevo	1500	1950	Limuzina	Benzin	1500	100000.0	48	Manuelni
Citroen	Niš	2500	2010	Hečbek	Benzin	1360	135000.0	88	Manuelni
Renault	Novi Sad	12750	2017	Džip/SUV	Dizel	1461	190431.0	110	Manuelni
Dacia	Kanjiža	6250	2017	Džip/SUV	Benzin	898	161198.0	90	Manuelni
Fiat	Dorćol	850000	2002	Hečbek	Benzin + Gas (TNG)	1596	300000.0	103	Manuelni
Alfa Romeo	Ćuprija	3699	2012	Hečbek	Dizel	1248	181687.0	84	Manuelni
Subaru	Smederevska Palanka	4300	2009	Hečbek	Dizel	1998	157000.0	150	Manuelni
Peugeot	Beograd	17090	2020	Džip/SUV	Dizel	1499	130658.0	131	Manuelni
Peugeot	Batajnica	14800	2017	Džip/SUV	Dizel	1560	169000.0	120	Manuelni
Saab	Kruševac	2000	2005	Limuzina	Dizel	1910	283000.0	150	Manuelni
BMW	Beograd	24650	2020	Limuzina	Dizel	1995	167340.0	136	Automatski
Alfa Romeo	Ruma	1299	2010	Kupe	Dizel	1248	380000.0	95	Manuelni
Hyundai	Niš	33490	2025	Džip/SUV	Benzin	1598	3000.0	160	Automatski
Volkswagen	Niš	2699	2004	Hečbek	Benzin	1598	211900.0	116	Manuelni
Škoda	Loznica	7700	2014	Karavan	Benzin	1798	212357.0	179	Automatski
Škoda	Beograd	11500	2018	Hečbek	Dizel	1598	138000.0	116	Manuelni
Mazda	Vrnjačka Banja	11000	2017	Hečbek	Benzin	1998	142000.0	120	Manuelni
Volkswagen	Sombor	5600	2011	Karavan	Dizel	1598	208000.0	105	Manuelni
Škoda	Novi Sad	11290	2022	Hečbek	Benzin	999	61603.0	65	Manuelni
Citroen	Beograd	4490	2009	Limuzina	Dizel	1997	260000.0	136	Manuelni
Fiat	Karađorđevo	1250	2002	Hečbek	Benzin	1596	188000.0	103	Manuelni
Citroen	Beograd	8950	2016	Hečbek	Benzin	1199	124734.0	131	Manuelni
Volkswagen	Leskovac	4900	2009	Hečbek	Dizel	1199	243500.0	75	Manuelni
Mercedes Benz	Kruševac	2400	2005	Hečbek	Dizel	1991	225400.0	109	Manuelni
Volkswagen	Požega	3500	2005	Karavan	Dizel	1968	258000.0	140	Automatski
Mercedes Benz	Futog	19250	2019	Limuzina	Dizel	1950	163680.0	150	Automatski
Nissan	Lazarevo	7300	2011	Džip/SUV	Benzin	1997	215968.0	141	Manuelni
Volkswagen	Loznica	7300	2009	Limuzina	Dizel	1968	288985.0	140	Manuelni
Suzuki	Borča	2150	1983	Džip/SUV	Benzin + Gas (TNG)	963	68500.0	45	Manuelni
Renault	Kikinda	1890	2004	Hečbek	Benzin	1149	241438.0	75	Manuelni
Kia	Obrenovac	10000	2011	Džip/SUV	Dizel	1988	192000.0	116	Manuelni
Mitsubishi	Kraljevo	7299	2010	Džip/SUV	Dizel	1810	189000.0	150	Manuelni
Audi	Veliko Gradište	8200	2011	Limuzina	Dizel	1968	230000.0	143	Manuelni
Opel	Bačka Palanka	2199	2007	Hečbek	Dizel	1248	197119.0	75	Manuelni
Volkswagen	Laćarak	5200	2012	Hečbek	Dizel	1199	205000.0	75	Manuelni
Hyundai	Sremska Mitrovica	2950	2009	Hečbek	Benzin	1086	145000.0	67	Manuelni
Volkswagen	Subotica	4200	2009	Kupe	Benzin	1400	123285.0	159	Manuelni
Peugeot	Majur	19290	2019	Džip/SUV	Dizel	1997	155614.0	177	Automatski
Ford	Inđija	2500	2007	Limuzina	Dizel	1800	230000.0	116	Manuelni
Audi	Novi Sad	84900	2024	Džip/SUV	Benzin	2995	12807.0	340	Automatski
Peugeot	Beograd	3000	2007	Hečbek	Benzin	1360	126000.0	75	Manuelni
Hyundai	Vračar	8000	2016	Hečbek	Benzin	1248	28750.0	75	Manuelni
Peugeot	Dolovo	870000	2005	Hečbek	Benzin	1124	223000.0	60	Manuelni
Škoda	Zemun	17000	2018	Džip/SUV	Dizel	1598	110000.0	116	Automatski
Seat	Futog	6990	2015	Karavan	Dizel	1598	178268.0	105	Manuelni
Volkswagen	Kladovo	4900	2008	Limuzina	Dizel	1968	240300.0	140	Manuelni
Škoda	Priboj	1400	2002	Limuzina	Benzin	1390	190000.0	75	Manuelni
Fiat	Novi Sad	5000	2011	Hečbek	Benzin	1242	16000.0	60	Manuelni
Volkswagen	Novi Sad	2200	2002	Karavan	Dizel	1896	334200.0	101	Manuelni
Peugeot	Beška	1350	2006	Hečbek	Benzin	1360	205000.0	75	Manuelni
Mercedes Benz	Čukarica	2400	2004	Limuzina	Dizel	2685	320000.0	170	Automatski
Volkswagen	Kragujevac	5999	2003	Karavan	Dizel	1991	136115.0	131	Manuelni
Škoda	Novi Sad	1100	2001	Hečbek	Benzin	1397	201999.0	68	Manuelni
Volkswagen	Surčin	4500	2010	Hečbek	Dizel	1199	238485.0	75	Manuelni
Fiat	Pančevo	6999	2011	Džip/SUV	Dizel	1956	191245.0	170	Manuelni
BMW	Leskovac	15900	2016	Limuzina	Dizel	2000	250000.0	189	Automatski
BMW	Niš	2750	2003	Limuzina	Dizel	1995	260000.0	116	Manuelni
Volkswagen	Beška	1900	2003	Hečbek	Benzin	1198	206000.0	54	Manuelni
Renault	Knjaževac	11000	2018	Monovolumen (MiniVan)	Dizel	1461	150140.0	110	Manuelni
Opel	Subotica	1650	2004	Monovolumen (MiniVan)	Dizel	1995	335185.0	101	Manuelni
Audi	Prokuplje	8999	2009	Limuzina	Dizel	1968	323000.0	136	Manuelni
Škoda	Niš	8700	2017	Karavan	Benzin	1197	132975.0	90	Manuelni
Opel	Beograd	2350	2008	Monovolumen (MiniVan)	Dizel	1910	265000.0	150	Manuelni
BMW	Beograd	10400	2013	Limuzina	Dizel	1995	260000.0	143	Manuelni
Honda	Beograd	4950	2009	Hečbek	Benzin	1199	192095.0	90	Manuelni
Alfa Romeo	Babušnica	1800	2004	Karavan	Dizel	1910	303000.0	116	Manuelni
Audi	Surčin	3750	2009	Hečbek	Benzin	1390	223000.0	125	Manuelni
Mercedes Benz	Vranje	91000	2021	Limuzina	Dizel	2925	180000.0	330	Automatski
Mercedes Benz	Beograd	100000	2020	Džip/SUV	Dizel	2925	96500.0	286	Automatski
Renault	Novi Sad	13600	2018	Limuzina	Dizel	1598	149500.0	131	Manuelni
Volkswagen	Leskovac	4999	2008	Karavan	Dizel	1968	295500.0	140	Automatski
Citroen	Bačka Palanka	4090	2011	Monovolumen (MiniVan)	Dizel	1560	177000.0	90	Manuelni
Audi	Smederevo	3700	2006	Karavan	Dizel	1968	321000.0	170	Manuelni
Opel	Šid	550000	2001	Hečbek	Dizel	1995	273205.0	101	Manuelni
Audi	Novi Sad	29900	2019	Limuzina	Benzin	1984	126292.0	245	Automatski
Audi	Lazarevac	19999	2019	Hečbek	Dizel	1968	220453.0	150	Automatski
BMW	Futog	8750	2013	Karavan	Dizel	1995	208934.0	184	Automatski
Volkswagen	Valjevo	6600	2014	Hečbek	Benzin	1197	182000.0	90	Manuelni
Audi	Velika Kruševica	7300	2011	Karavan	Dizel	2000	311000.0	143	Manuelni
Peugeot	Kragujevac	5700	2011	Limuzina	Dizel	1560	214000.0	111	Automatski
Peugeot	Kragujevac	950000	2005	Hečbek	Dizel	1398	250000.0	68	Manuelni
Volkswagen	Ivanjica	350000	1996	Hečbek	Benzin + Gas (TNG)	1600	258999.0	75	Manuelni
Audi	Kraljevo	2950	2007	Limuzina	Dizel	1896	281670.0	116	Manuelni
Renault	Valjevo	8350	2014	Džip/SUV	Benzin	898	117000.0	90	Manuelni
Škoda	Novi Beograd	11900	2015	Hečbek	Dizel	1968	147000.0	150	Manuelni
Volkswagen	Beograd	5200	2008	Hečbek	Dizel	1896	277983.0	105	Manuelni
Peugeot	Beograd	6550	2017	Hečbek	Dizel	1560	194782.0	99	Manuelni
Audi	Beograd	5000	2007	Hečbek	Dizel	1968	309000.0	140	Manuelni
Renault	Sokobanja	1900	2006	Karavan	Dizel	1461	237960.0	82	Manuelni
Chevrolet	Beograd	7500	2013	Džip/SUV	Dizel	1686	175000.0	131	Manuelni
Volkswagen	Beograd	12999	2018	Hečbek	Dizel	1598	183995.0	116	Automatski
Škoda	Beograd	3350	2011	Hečbek	Benzin + Gas (TNG)	1198	221921.0	60	Manuelni
MINI	Kaluđerica	3000	2004	Kabriolet/Roadster	Benzin	1598	184000.0	90	Manuelni
Volkswagen	Novi Bečej	14999	2013	Hečbek	Benzin	1984	215121.0	220	Automatski
Chrysler	Beograd	18900	2012	Kabriolet/Roadster	Benzin	2400	163000.0	170	Automatski
Audi	Čačak	7200	2008	Limuzina	Dizel	1968	312000.0	136	Manuelni
Audi	Požarevac	5200	2011	Karavan	Dizel	1968	274356.0	170	Manuelni
Porsche	Beograd	14000	2012	Limuzina	Benzin	4806	98000.0	430	Automatski
Lancia	Kovin	800000	2002	Hečbek	Benzin	1242	245000.0	60	Manuelni
Renault	Kruševac	1890	2008	Karavan	Dizel	1461	290626.0	103	Manuelni
Mercedes Benz	Borča	3100	2008	Hečbek	Benzin	1498	146700.0	95	Manuelni
Fiat	Niš	15490	2023	Hečbek	Benzin	999	3271.0	101	Manuelni
Citroen	Jagodina	9550	2021	Hečbek	Dizel	1499	143554.0	102	Manuelni
Opel	Beograd	14490	2021	Džip/SUV	Dizel	1499	166000.0	131	Automatski
Citroen	Šabac	7290	2015	Monovolumen (MiniVan)	Dizel	1560	176389.0	120	Manuelni
Fiat	Novi Sad	3550	2009	Hečbek	Dizel	1260	225000.0	75	Manuelni
Volkswagen	Laćarak	1400	2000	Karavan	Dizel	1896	320000.0	90	Manuelni
Volkswagen	Lazarevo	7200	2009	Džip/SUV	Benzin	1984	284937.0	170	Manuelni
Peugeot	Novi Sad	5900	2010	Hečbek	Dizel	1997	230000.0	150	Manuelni
Nissan	Subotica	34400	2025	Džip/SUV	Benzin	1332	1000.0	158	Automatski
Mercedes Benz	Niš	19990	2016	Kupe	Benzin	1991	119000.0	184	Automatski
Ford	Inđija	2150	2001	Monovolumen (MiniVan)	Dizel	1900	357655.0	116	Manuelni
BMW	Čačak	4600	2002	Limuzina	Dizel	1951	272000.0	136	Manuelni
Fiat	Kikinda	900000	2003	Hečbek	Benzin + Gas (TNG)	1596	242928.0	103	Manuelni
Peugeot	Batajnica	3300	2011	Hečbek	Benzin	1397	159000.0	95	Manuelni
BMW	Smederevo	9950	2012	Karavan	Dizel	1995	199800.0	184	Manuelni
Volkswagen	Beograd	3300	2008	Monovolumen (MiniVan)	Dizel	1968	314398.0	140	Manuelni
Mercedes Benz	Novi Beograd	73999	2023	Limuzina	Hibridni pogon (Dizel)	1993	30917.0	197	Automatski
Audi	Stara Pazova	5200	2011	Hečbek	Benzin	1197	221000.0	105	Manuelni
Mercedes Benz	Voždovac	56500	2017	Džip/SUV	Benzin	5461	146000.0	585	Automatski
Honda	Kraljevo	9499	2002	Limuzina	Benzin	2157	245000.0	212	Manuelni
Fiat	Vračar	2700	2007	Hečbek	Benzin + Metan (CNG)	1200	225194.0	60	Manuelni
BMW	Klenak	15000	2009	Limuzina	Dizel	2993	280000.0	245	Automatski
BMW	Beograd	10400	2013	Limuzina	Dizel	1995	260000.0	143	Manuelni
Fiat	Niš	4200	2007	Hečbek	Dizel	1248	166000.0	69	Manuelni
Volkswagen	Požarevac	14990	2022	Hečbek	Benzin	999	51100.0	95	Manuelni
Peugeot	Ćuprija	1699	2003	Karavan	Benzin + Gas (TNG)	1360	237437.0	75	Manuelni
Audi	Lazarevac	1500	2003	Limuzina	Dizel	1896	367860.0	101	Manuelni
BMW	Beograd	27999	2021	Limuzina	Dizel	1995	143016.0	150	Automatski
Fiat	Beograd	15800	2016	Kabriolet/Roadster	Benzin	1393	74600.0	179	Automatski
Mazda	Mladenovac	4000	2008	Limuzina	Dizel	1998	380000.0	140	Manuelni
Seat	Babušnica	5550	2011	Karavan	Dizel	1968	163000.0	143	Automatski
BMW	Čačak	16200	2013	Limuzina	Dizel	1995	259000.0	218	Automatski
Volvo	Golubinci	3300	2006	Limuzina	Dizel	1560	217000.0	110	Manuelni
Škoda	Niš	13299	2019	Hečbek	Dizel	1999	246752.0	150	Automatski
Volkswagen	Novi Sad	4500	2006	Monovolumen (MiniVan)	Dizel	1896	189000.0	105	Automatski
Škoda	Novi Sad	19300	2018	Hečbek	Dizel	1968	139000.0	190	Automatski
Peugeot	Novi Bečej	5450	2010	Monovolumen (MiniVan)	Dizel	1560	222846.0	109	Automatski
Peugeot	Ruma	1100	2004	Hečbek	Benzin	1360	350000.0	75	Manuelni
Renault	Boleč	4300	2010	Hečbek	Dizel	1995	297000.0	150	Manuelni
Toyota	Jagodina	11000	2004	Džip/SUV	Dizel	2982	289000.0	166	Automatski
Opel	Ruma	4499	2010	Hečbek	Benzin	1398	187000.0	87	Manuelni
BMW	Čačak	16200	2013	Limuzina	Dizel	1995	259000.0	218	Automatski
Volkswagen	Zemun	3750	2009	Karavan	Dizel	1896	340000.0	105	Manuelni
BMW	Čačak	6599	2012	Hečbek	Benzin	1598	147429.0	136	Manuelni
Citroen	Kruševac	5299	2012	Hečbek	Benzin	1598	172980.0	120	Manuelni
Volkswagen	Zemun	17999	2020	Hečbek	Dizel	1968	179000.0	150	Automatski
Peugeot	Čačak	5200	2010	Monovolumen (MiniVan)	Dizel	1560	289000.0	109	Automatski
Renault	Kraljevo	4650	2010	Monovolumen (MiniVan)	Dizel	1461	205636.0	110	Manuelni
Mercedes Benz	Loznica	9500	2012	Kupe	Benzin	1800	228000.0	156	Automatski
Toyota	Novi Sad	4300	2012	Kupe	Benzin	998	114000.0	68	Manuelni
Volkswagen	Požega	1999	2001	Hečbek	Dizel	1896	457000.0	101	Manuelni
Volkswagen	Ruma	3800	2010	Hečbek	Benzin	1197	135000.0	105	Manuelni
Fiat	Zrenjanin	900000	2004	Hečbek	Benzin	1242	210000.0	60	Manuelni
Fiat	Kragujevac	1800	2009	Hečbek	Benzin	1242	154000.0	60	Manuelni
Volkswagen	Kraljevo	11450	2017	Hečbek	Dizel	1576	181600.0	116	Manuelni
Škoda	Obrenovac	11500	2013	Limuzina	Dizel	2000	225000.0	150	Automatski
Peugeot	Veternik	18799	2018	Džip/SUV	Dizel	1997	160000.0	150	Manuelni
Peugeot	Šabac	6290	2017	Hečbek	Dizel	1560	165233.0	99	Manuelni
Audi	Novi Sad	45500	2019	Džip/SUV	Hibridni pogon (Dizel)	2967	149500.0	286	Automatski
Fiat	Batajnica	4250	2010	Monovolumen (MiniVan)	Benzin + Metan (CNG)	1386	215000.0	77	Manuelni
Citroen	Čačak	4000	2011	Monovolumen (MiniVan)	Benzin + Gas (TNG)	1397	183572.0	95	Manuelni
Audi	Vrdnik	2750	2006	Karavan	Dizel	1968	256000.0	140	Automatski
Volkswagen	Zlatibor	2500	2011	Hečbek	Dizel	1968	198653.0	110	Manuelni
Opel	Beograd	580000	1995	Hečbek	Benzin	1200	12345.0	45	Manuelni
Volkswagen	Vrbas	2700	2006	Karavan	Dizel	1968	268000.0	140	Manuelni
Audi	Negotin	5000	2005	Karavan	Dizel	2967	311000.0	224	Automatski
Peugeot	Beograd	7190	2017	Hečbek	Benzin	1199	122602.0	82	Manuelni
Audi	Lovćenac	8550	2013	Karavan	Dizel	2967	291000.0	204	Automatski
Audi	Vrbas	31000	2015	Limuzina	Dizel	2967	296000.0	258	Automatski
Toyota	Požarevac	750000	2002	Hečbek	Dizel	1995	250000.0	90	Manuelni
Dodge	Vrčin	5500	2011	Hečbek	Dizel	1998	185000.0	140	Manuelni
Audi	Beograd	36739	2023	Limuzina	Benzin	1498	14566.0	150	Automatski
Volkswagen	Novi Beograd	2400	2006	Hečbek	Benzin	1598	215900.0	116	Manuelni
Toyota	Beograd	3100	2004	Džip/SUV	Benzin + Gas (TNG)	1794	225000.0	125	Manuelni
Audi	Koceljeva	23300	2017	Limuzina	Dizel	1968	194000.0	190	Automatski
Peugeot	Bač	2100	2007	Hečbek	Dizel	1560	214425.0	109	Manuelni
Volkswagen	Novi Pazar	6799	2012	Hečbek	Dizel	1598	246771.0	105	Manuelni
Fiat	Kikinda	2650	2006	Limuzina	Benzin	1368	206700.0	95	Manuelni
Škoda	Beograd	7250	2020	Limuzina	Benzin + Gas (TNG)	999	180000.0	110	Manuelni
Alfa Romeo	Šabac	8000	2016	Limuzina	Dizel	1598	137258.0	120	Manuelni
Opel	Futog	2100	2004	Hečbek	Benzin	1229	295100.0	80	Manuelni
BMW	Sremska Mitrovica	10500	2013	Hečbek	Dizel	1598	225000.0	95	Manuelni
Audi	Niš	41800	2021	Džip/SUV	Dizel	2967	122000.0	286	Automatski
BMW	Šabac	37000	2021	Limuzina	Dizel	1995	68000.0	190	Automatski
Volkswagen	Ruma	2199	2006	Karavan	Dizel	1896	362143.0	105	Manuelni
Hyundai	Temerin	3200	2005	Džip/SUV	Dizel	1991	270000.0	125	Manuelni
Audi	Novi Pazar	18999	2015	Limuzina	Dizel	2967	238000.0	272	Automatski
Opel	Šid	550000	2001	Hečbek	Dizel	1995	273205.0	101	Manuelni
Ford	Kragujevac	4699	2012	Monovolumen (MiniVan)	Benzin	1595	199238.0	150	Manuelni
Chevrolet	Jagodina	1550	2006	Hečbek	Benzin	1399	218032.0	94	Manuelni
Suzuki	Svilajnac	11999	2021	Hečbek	Hibridni pogon	1197	123586.0	83	Manuelni
Audi	Valjevo	6690	2010	Hečbek	Dizel	1598	202531.0	90	Manuelni
Ford	Zrenjanin	2850	2008	Hečbek	Benzin + Gas (TNG)	1388	125000.0	80	Automatski
Škoda	Bečej	15190	2017	Hečbek	Dizel	1968	237231.0	190	Automatski
Mazda	Novi Beograd	9100	2016	Hečbek	Dizel	1498	70800.0	105	Manuelni
Renault	Bački Jarak	550000	1996	Hečbek	Benzin	1149	237662.0	58	Manuelni
BMW	Beograd	6290	2008	Limuzina	Dizel	1995	294000.0	143	Manuelni
Chevrolet	Omoljica	750000	2005	Hečbek	Benzin + Gas (TNG)	1399	171000.0	83	Manuelni
Daewoo	Leskovac	750000	1999	Hečbek	Benzin	796	88000.0	52	Manuelni
Volvo	Beograd	27990	2021	Džip/SUV	Benzin	1477	55023.0	163	Automatski
Subaru	Vlasotince	2100	2009	Džip/SUV	Dizel	1998	230000.0	147	Manuelni
BMW	Zvezdara	14400	2012	Limuzina	Dizel	163	259851.0	163	Automatski
Opel	Niš	3900	2011	Hečbek	Dizel	1248	191326.0	95	Manuelni
Audi	Beograd	45990	2019	Džip/SUV	Dizel	2967	126045.0	286	Automatski
Hyundai	Čukarica	3600	2005	Džip/SUV	Dizel	1991	262526.0	125	Manuelni
Seat	Šabac	2500	2008	Hečbek	Dizel	1390	241000.0	80	Manuelni
Ford	Rakovica	3800	2010	Hečbek	Dizel	1399	224928.0	68	Manuelni
Opel	Aranđelovac	1500	2005	Monovolumen (MiniVan)	Dizel	1995	262000.0	101	Manuelni
BMW	Bor	3800	2008	Karavan	Dizel	1998	250000.0	163	Manuelni
BMW	Mionica (Varošica)	5750	2009	Limuzina	Benzin	1995	242845.0	143	Manuelni
Mercedes Benz	Vrčin	2299	2007	Hečbek	Dizel	1991	198000.0	82	Manuelni
Fiat	Niš	4200	2007	Hečbek	Dizel	1248	166000.0	69	Manuelni
Hyundai	Čukarica	3600	2005	Džip/SUV	Dizel	1991	262526.0	125	Manuelni
Mercedes Benz	Beograd	2100	2006	Kupe	Dizel	2000	250000.0	109	Manuelni
